umap1,umap2,cluster,protein
5.1778197,-3.247611,-1,Sphmag03G015800.1.p
5.4096155,-3.125951,-1,Sphmag03G009100.1.p
4.6159515,-12.626098,19,Sphmag03G108100.1.p
6.3724113,-0.5816026,230,Sphmag03G042900.1.p
2.5518906,-4.215033,-1,Sphmag03G078200.1.p
4.6883335,-4.4061675,174,Sphmag03G075000.1.p
4.85601,3.8585987,-1,Sphmag03G099900.1.p
5.823926,-2.122586,214,Sphmag03G022000.1.p
8.674872,7.194356,48,Sphmag03G017100.1.p
4.6516213,-4.405305,174,Sphmag03G076000.1.p
1.6855049,-0.8012479,-1,Sphmag03G141600.1.p
5.177252,0.7505122,200,Sphmag03G022800.1.p
3.4531043,-2.4206972,-1,Sphmag03G127600.1.p
8.679259,3.0908854,-1,Sphmag03G010300.1.p
8.328434,3.9741044,221,Sphmag03G045000.1.p
5.444041,3.0588973,-1,Sphmag03G114000.1.p
13.603468,0.8374592,80,Sphmag03G101400.1.p
8.350257,-6.030472,137,Sphmag03G057200.1.p
6.3180003,0.67399174,-1,Sphmag03G117200.1.p
3.217242,-4.326974,247,Sphmag03G099300.1.p
-0.6300238,-9.9892435,12,Sphmag03G077100.1.p
9.607172,0.42340663,-1,Sphmag03G083300.1.p
3.7849948,-4.1686077,-1,Sphmag03G004800.1.p
7.5401382,0.6383417,187,Sphmag03G114700.1.p
5.0041847,1.4152565,-1,Sphmag03G083800.1.p
9.155294,3.953577,-1,Sphmag03G055700.1.p
6.382081,-6.4113007,137,Sphmag03G112700.1.p
0.1164833,-0.9748578,89,Sphmag03G097300.1.p
5.1147084,6.323874,60,Sphmag03G135600.1.p
11.440444,6.3119855,239,Sphmag03G115800.1.p
18.50791,2.6260703,3,Sphmag03G013100.1.p
10.508716,-5.482067,53,Sphmag03G090200.1.p
8.5648365,9.995784,58,Sphmag03G115600.1.p
6.046687,-6.0657125,137,Sphmag03G084100.1.p
14.501109,3.8152735,68,Sphmag03G041400.1.p
5.4767113,-0.78536856,224,Sphmag03G106700.1.p
10.2338505,-0.9742756,125,Sphmag03G127400.1.p
13.493596,-2.635586,56,Sphmag03G140800.1.p
10.4255,6.1145635,-1,Sphmag03G104900.1.p
6.1131744,3.0452142,202,Sphmag03G011900.1.p
8.405693,3.2315967,201,Sphmag03G089200.1.p
2.9254246,-5.0089765,172,Sphmag03G118200.1.p
11.098518,6.899852,242,Sphmag03G071800.1.p
18.386154,2.5208735,3,Sphmag03G142800.1.p
5.399373,-5.884344,137,Sphmag03G086100.1.p
-1.9218465,-6.989408,34,Sphmag03G060600.1.p
7.0379877,-2.4486215,-1,Sphmag03G074600.1.p
7.302955,-6.585921,137,Sphmag03G126700.1.p
7.047516,-5.6448545,137,Sphmag03G001300.1.p
6.1391616,-5.4241896,137,Sphmag03G051700.1.p
4.947598,-3.678244,251,Sphmag03G024700.1.p
10.247275,-1.1518617,125,Sphmag03G006300.1.p
5.0203133,0.79808265,200,Sphmag03G026000.1.p
7.772588,0.112189285,-1,Sphmag03G100600.1.p
5.800875,0.12849382,193,Sphmag03G025000.1.p
8.116235,-0.44539487,167,Sphmag03G109800.1.p
-3.0995111,3.786023,-1,Sphmag03G096200.1.p
13.428892,-6.3112373,36,Sphmag03G092300.1.p
-6.523103,-1.3278897,11,Sphmag03G054000.1.p
4.4992747,-2.8008254,218,Sphmag03G044800.1.p
4.749343,-3.715493,-1,Sphmag03G132600.1.p
11.306771,6.947493,-1,Sphmag03G044000.1.p
5.418506,-2.6666584,250,Sphmag03G127200.1.p
7.324413,-5.868017,137,Sphmag03G102400.1.p
6.059046,2.022458,-1,Sphmag03G118800.1.p
4.890897,0.36789396,157,Sphmag03G002000.1.p
9.767275,-0.18982987,-1,Sphmag03G093000.1.p
4.870133,1.0275512,-1,Sphmag03G141700.1.p
5.230231,-5.2701035,137,Sphmag03G087800.1.p
16.999147,-0.47450235,6,Sphmag03G036200.1.p
7.17156,-5.987618,137,Sphmag03G026500.1.p
9.058941,12.28201,30,Sphmag03G095000.1.p
8.102436,-0.76410717,149,Sphmag03G115000.1.p
-1.3176734,11.430372,1,Sphmag03G111700.1.p
1.6555372,-4.245048,136,Sphmag03G096400.1.p
7.974945,5.268337,117,Sphmag03G122900.1.p
5.6198835,-4.671807,137,Sphmag03G045600.1.p
7.0221777,-4.9289365,137,Sphmag03G102000.1.p
10.023357,6.0475144,-1,Sphmag03G002800.1.p
6.405815,-2.3070416,-1,Sphmag03G065200.1.p
2.5111542,-3.3705769,-1,Sphmag03G052200.1.p
9.998752,0.74002296,110,Sphmag03G108900.1.p
5.7004604,2.9240837,-1,Sphmag03G032900.1.p
-6.5232434,-1.3270026,11,Sphmag03G035900.1.p
8.917174,4.561679,-1,Sphmag03G084200.1.p
2.4049642,0.01362903,114,Sphmag03G079500.1.p
5.790316,-1.8466569,214,Sphmag03G067100.1.p
11.241403,6.610049,-1,Sphmag03G134700.1.p
6.700211,-0.57389444,230,Sphmag03G060500.1.p
5.4793572,-3.6696527,178,Sphmag03G016500.1.p
11.196224,6.280056,-1,Sphmag03G123900.1.p
3.7070715,-4.788474,-1,Sphmag03G015400.1.p
10.537245,5.955469,234,Sphmag03G071900.1.p
7.0453773,2.1530051,211,Sphmag03G050100.1.p
8.053755,3.6109128,217,Sphmag03G029900.1.p
10.319251,8.874551,103,Sphmag03G082600.1.p
7.746403,0.7835964,189,Sphmag03G114900.1.p
8.694176,9.781227,58,Sphmag03G113100.1.p
2.1727772,-3.391143,-1,Sphmag03G112800.1.p
6.8227425,3.3092194,-1,Sphmag03G053500.1.p
7.085042,-6.0461497,137,Sphmag03G098300.1.p
6.137937,1.447196,-1,Sphmag03G050400.1.p
9.948403,5.919601,-1,Sphmag03G105100.1.p
3.4196565,-6.164956,100,Sphmag03G106300.1.p
6.910382,-2.0986109,150,Sphmag03G033900.1.p
-0.5098679,-9.995405,12,Sphmag03G077000.1.p
-0.4427645,-10.118548,12,Sphmag03G070000.1.p
5.424157,5.9048204,67,Sphmag03G013700.1.p
3.543063,-3.968438,-1,Sphmag03G001400.1.p
8.838298,4.503693,-1,Sphmag03G038800.1.p
19.45639,-0.058684707,4,Sphmag03G134900.1.p
5.8715706,-2.0553095,214,Sphmag03G108000.1.p
12.111857,6.693561,236,Sphmag03G040400.1.p
9.4323635,4.6549325,243,Sphmag03G062700.1.p
14.510701,3.8194535,68,Sphmag03G041900.1.p
-0.45603845,-10.105515,12,Sphmag03G070100.1.p
-0.8719642,4.314695,46,Sphmag03G134500.1.p
2.4519763,0.48646027,107,Sphmag03G005000.1.p
5.705996,3.116597,-1,Sphmag03G043500.1.p
6.14747,-5.510987,137,Sphmag03G098000.1.p
2.5347652,11.220879,18,Sphmag03G058900.1.p
3.4868958,4.549352,146,Sphmag03G086300.1.p
6.3200946,-0.59430534,230,Sphmag03G009500.1.p
10.111555,3.187918,-1,Sphmag03G092600.1.p
5.729786,5.510679,66,Sphmag03G047900.1.p
11.844268,6.936768,-1,Sphmag03G094000.1.p
7.4156346,3.932742,-1,Sphmag03G050800.1.p
5.232346,-5.392563,137,Sphmag03G107600.1.p
5.197733,-5.1267276,137,Sphmag03G099400.1.p
5.6710978,-1.5106363,-1,Sphmag03G112000.1.p
-1.8877575,-7.0260606,34,Sphmag03G046200.1.p
7.672287,2.9331877,213,Sphmag03G036300.1.p
4.971656,-3.2533896,251,Sphmag03G069900.1.p
7.2517056,3.7201314,215,Sphmag03G093800.1.p
6.296721,3.1734982,202,Sphmag03G116600.1.p
5.906126,-1.5997233,-1,Sphmag03G066100.1.p
6.7632947,5.8596473,59,Sphmag03G052600.1.p
5.600004,-4.9902797,137,Sphmag03G042400.1.p
4.675653,1.039327,-1,Sphmag03G037300.1.p
6.3632283,-4.8894105,137,Sphmag03G093700.1.p
-6.52252,-1.3279651,11,Sphmag03G035700.1.p
8.76836,4.0042057,245,Sphmag03G080900.1.p
-1.3503286,-7.045213,39,Sphmag03G062100.1.p
12.677123,0.68967956,81,Sphmag03G020500.1.p
5.471924,-1.9288788,214,Sphmag03G009800.1.p
-6.5220385,-1.3307604,11,Sphmag03G023700.1.p
8.164057,2.9212742,-1,Sphmag03G023800.1.p
10.0327425,1.4736078,-1,Sphmag03G027900.1.p
6.6833744,-4.9297056,137,Sphmag03G133000.1.p
7.159943,3.7770908,215,Sphmag03G072600.1.p
-1.52107,-6.999973,39,Sphmag03G103600.1.p
10.177255,-0.21835342,-1,Sphmag03G079700.1.p
9.184067,3.4531841,175,Sphmag03G115400.1.p
10.332723,2.9007905,113,Sphmag03G130900.1.p
6.1487813,-0.31238657,-1,Sphmag03G086900.1.p
7.0473294,-6.894946,137,Sphmag03G000500.1.p
6.791793,2.3866136,-1,Sphmag03G029500.1.p
2.370843,-5.1989536,-1,Sphmag03G123600.1.p
3.8048725,-5.6776495,-1,Sphmag03G093900.1.p
8.122168,-6.2905445,137,Sphmag03G088500.1.p
4.448403,-3.5055068,-1,Sphmag03G073400.1.p
5.505936,0.17376958,193,Sphmag03G137000.1.p
3.2589076,3.4890368,143,Sphmag03G004200.1.p
2.6447742,11.497568,18,Sphmag03G058100.1.p
5.4634175,-0.25374094,212,Sphmag03G108300.1.p
3.5257022,-5.2078285,209,Sphmag03G060100.1.p
11.041697,-1.4559603,115,Sphmag03G091500.1.p
10.923069,6.096373,-1,Sphmag03G007800.1.p
2.8014615,-4.823841,-1,Sphmag03G056900.1.p
-0.4409847,-10.120309,12,Sphmag03G076200.1.p
7.555265,3.2892938,-1,Sphmag03G117400.1.p
2.525305,11.165805,18,Sphmag03G071700.1.p
1.6795466,-0.9745032,122,Sphmag03G032300.1.p
5.0149913,-2.6367095,-1,Sphmag03G055100.1.p
11.110547,6.2288737,-1,Sphmag03G120200.1.p
7.0587535,5.4894943,59,Sphmag03G118100.1.p
3.0858662,3.5538266,-1,Sphmag03G027100.1.p
8.733707,4.083028,245,Sphmag03G007100.1.p
13.50722,-2.6072595,56,Sphmag03G139600.1.p
3.578059,-4.5479693,248,Sphmag03G019900.1.p
3.1711326,-3.6410902,196,Sphmag03G098400.1.p
9.860081,6.115926,208,Sphmag03G066500.1.p
8.037399,-0.35593554,-1,Sphmag03G110500.1.p
5.7729816,-5.4569306,137,Sphmag03G046000.1.p
6.5226707,-2.5189326,-1,Sphmag03G032100.1.p
6.8893433,-0.4697895,-1,Sphmag03G139700.1.p
3.2525394,-6.9541636,100,Sphmag03G061100.1.p
12.370532,-4.162976,40,Sphmag03G062300.1.p
-0.8510785,4.2864227,46,Sphmag03G010100.1.p
1.5887604,-0.9819548,122,Sphmag03G107800.1.p
6.5488997,-0.63806725,230,Sphmag03G104700.1.p
7.409802,2.7754714,213,Sphmag03G126000.1.p
6.342754,2.326113,-1,Sphmag03G127500.1.p
5.3283143,0.5948399,-1,Sphmag03G106600.1.p
6.1148963,3.0657,202,Sphmag03G052800.1.p
4.0414844,-3.8591876,246,Sphmag03G089600.1.p
7.110518,2.4411087,-1,Sphmag03G057800.1.p
6.060322,2.3220272,-1,Sphmag03G096700.1.p
4.8265467,-5.473059,137,Sphmag03G043900.1.p
8.027894,3.6027675,217,Sphmag03G138100.1.p
9.750888,5.282722,-1,Sphmag03G040800.1.p
-3.1006916,3.7857332,-1,Sphmag03G077900.1.p
4.630174,-3.235272,-1,Sphmag03G076600.1.p
9.04009,3.8980618,-1,Sphmag03G122000.1.p
7.3138623,-6.4945536,137,Sphmag03G039300.1.p
8.024501,3.5192535,217,Sphmag03G127900.1.p
6.5722857,3.4831967,-1,Sphmag03G043800.1.p
9.843782,5.541814,-1,Sphmag03G140700.1.p
9.148744,-2.599309,77,Sphmag03G093400.1.p
11.702301,0.78741664,73,Sphmag03G050200.1.p
4.3676534,-4.2757077,-1,Sphmag03G098100.1.p
6.687649,-0.92306036,-1,Sphmag03G085600.1.p
5.21512,0.86374515,200,Sphmag03G117700.1.p
6.501082,-0.3411021,-1,Sphmag03G042700.1.p
3.327799,-3.5606942,-1,Sphmag03G098500.1.p
4.818437,1.057386,-1,Sphmag03G130500.1.p
6.396182,-6.25637,137,Sphmag03G004100.1.p
11.657803,9.933344,69,Sphmag03G132900.1.p
8.5667715,4.5819583,-1,Sphmag03G003900.1.p
4.7566338,-3.772535,251,Sphmag03G095400.1.p
-0.924722,2.397151,65,Sphmag03G019100.1.p
10.115114,1.9407067,112,Sphmag03G037400.1.p
12.931663,0.41337004,82,Sphmag03G138900.1.p
8.085357,-0.4948065,-1,Sphmag03G111000.1.p
8.151662,4.374397,-1,Sphmag03G073200.1.p
5.444435,1.8472317,-1,Sphmag03G112100.1.p
3.290158,-0.943886,-1,Sphmag03G010000.1.p
10.297034,8.902821,103,Sphmag03G081400.1.p
-0.87557006,2.0722978,65,Sphmag03G097800.1.p
6.9233503,0.057534687,210,Sphmag03G049600.1.p
10.716769,6.2662826,-1,Sphmag03G113300.1.p
8.123042,-0.8261136,149,Sphmag03G115700.1.p
6.1863904,0.15727898,-1,Sphmag03G107400.1.p
9.220462,4.274746,-1,Sphmag03G109100.1.p
3.866783,-3.818797,-1,Sphmag03G065100.1.p
6.73455,5.8944325,59,Sphmag03G123500.1.p
9.914546,1.6370288,109,Sphmag03G007400.1.p
7.981,5.282181,117,Sphmag03G121800.1.p
4.100407,-3.8471127,246,Sphmag03G001200.1.p
6.9485397,-2.9082367,-1,Sphmag03G048100.1.p
-2.289094,-7.3749266,32,Sphmag03G014000.1.p
10.321223,-0.7884631,124,Sphmag03G016900.1.p
7.1103,5.3245277,59,Sphmag03G101900.1.p
14.557318,3.7786005,68,Sphmag03G107700.1.p
8.091227,3.5574648,217,Sphmag03G138300.1.p
11.07203,5.7201004,176,Sphmag03G108500.1.p
5.8370905,2.2720454,-1,Sphmag03G096800.1.p
8.193895,-1.5355097,93,Sphmag03G112200.1.p
5.304079,1.5017574,-1,Sphmag03G050600.1.p
14.581535,3.7449198,68,Sphmag03G041600.1.p
5.765012,0.062351637,193,Sphmag03G022700.1.p
8.934784,4.2609477,-1,Sphmag03G047600.1.p
6.019873,-4.9685264,137,Sphmag03G112400.1.p
9.002463,-4.5263305,87,Sphmag03G120300.1.p
3.1884649,-4.6592474,-1,Sphmag03G053700.1.p
10.965047,-1.2306757,116,Sphmag03G064300.1.p
8.179968,4.7173,166,Sphmag03G045700.1.p
4.183485,-4.469344,-1,Sphmag03G116100.1.p
6.258006,-1.0496289,-1,Sphmag03G056600.1.p
6.550824,1.4433119,-1,Sphmag03G031900.1.p
5.3435726,0.39161164,-1,Sphmag03G033400.1.p
18.575388,2.698299,3,Sphmag03G043600.1.p
6.2571306,1.9602047,192,Sphmag03G077300.1.p
5.011411,-2.540208,214,Sphmag03G086800.1.p
7.034556,-1.6381166,-1,Sphmag03G122800.1.p
6.200084,-3.039502,159,Sphmag03G030500.1.p
5.682722,-3.4471738,178,Sphmag03G003500.1.p
2.5445719,11.231954,18,Sphmag03G137900.1.p
-1.3645189,-7.197817,39,Sphmag03G054900.1.p
-3.8714461,-1.680201,22,Sphmag03G109300.1.p
10.324626,8.608406,103,Sphmag03G033100.1.p
6.190729,-6.056767,137,Sphmag03G003200.1.p
15.646931,-1.1725197,5,Sphmag03G104300.1.p
4.694986,4.0842905,140,Sphmag03G030100.1.p
13.364112,0.64941347,82,Sphmag03G010400.1.p
10.943088,6.7794876,242,Sphmag03G047700.1.p
11.390938,6.995458,-1,Sphmag03G034500.1.p
10.621453,3.5730655,94,Sphmag03G082300.1.p
4.910765,-3.4014735,251,Sphmag03G074000.1.p
6.3186145,-3.060564,-1,Sphmag03G064500.1.p
8.3225155,-5.995523,137,Sphmag03G103800.1.p
14.895251,-0.78939676,5,Sphmag03G117000.1.p
1.8041619,9.284935,26,Sphmag03G133600.1.p
5.260437,1.5666783,180,Sphmag03G077200.1.p
4.458855,-3.486696,-1,Sphmag03G032400.1.p
11.741854,6.410588,239,Sphmag03G038700.1.p
9.857476,5.008931,-1,Sphmag03G115900.1.p
11.874627,7.3639016,-1,Sphmag03G120700.1.p
12.452043,-10.72434,-1,Sphmag03G043200.1.p
5.8236713,-0.9182477,225,Sphmag03G086500.1.p
8.571783,9.986587,58,Sphmag03G115200.1.p
13.47889,-2.6469932,56,Sphmag03G140200.1.p
16.37478,4.7780466,17,Sphmag03G011200.1.p
10.837267,5.937235,-1,Sphmag03G122400.1.p
5.4569764,-0.41598868,212,Sphmag03G012000.1.p
4.347497,0.9732963,158,Sphmag03G120500.1.p
11.639493,7.3255043,-1,Sphmag03G125900.1.p
8.639195,1.7539687,-1,Sphmag03G089800.1.p
9.688724,-0.4103229,-1,Sphmag03G049200.1.p
12.392724,6.706992,236,Sphmag03G097700.1.p
7.199911,-0.9145529,-1,Sphmag03G094800.1.p
8.041348,5.1869793,117,Sphmag03G129600.1.p
4.380394,0.19405678,158,Sphmag03G019500.1.p
10.076187,0.057598103,-1,Sphmag03G074300.1.p
5.926955,-1.3091601,223,Sphmag03G020300.1.p
8.3665695,-6.255861,137,Sphmag03G002300.1.p
6.478928,0.5096868,-1,Sphmag03G105200.1.p
11.486842,6.8648815,242,Sphmag03G140400.1.p
5.9246697,3.0322106,203,Sphmag03G002900.1.p
7.490636,-5.726923,137,Sphmag03G012400.1.p
9.429679,5.2467914,233,Sphmag03G005700.1.p
3.8615613,-2.4703374,-1,Sphmag03G077500.1.p
3.91507,-4.0193453,246,Sphmag03G083100.1.p
7.045912,-1.8123443,150,Sphmag03G024500.1.p
14.748391,2.70784,71,Sphmag03G139900.1.p
11.128947,-9.015578,44,Sphmag03G027500.1.p
5.427967,0.64153606,-1,Sphmag03G102700.1.p
5.996815,-5.1236997,137,Sphmag03G051500.1.p
7.619145,2.1618762,211,Sphmag03G007200.1.p
5.431236,-0.03049922,-1,Sphmag03G046100.1.p
5.358217,-5.6178303,137,Sphmag03G137700.1.p
2.540149,11.235794,18,Sphmag03G058500.1.p
8.855966,2.509931,129,Sphmag03G142400.1.p
1.8934597,-1.8985089,96,Sphmag03G039200.1.p
7.7206936,-5.8966537,137,Sphmag03G113700.1.p
4.911013,1.7306014,131,Sphmag03G093200.1.p
6.0396047,-1.335633,223,Sphmag03G031300.1.p
2.4449236,0.3441915,-1,Sphmag03G131900.1.p
10.421968,6.235491,-1,Sphmag03G111200.1.p
12.275529,6.6425247,236,Sphmag03G005500.1.p
2.5341818,-2.7497056,130,Sphmag03G093100.1.p
5.7077403,-5.102575,137,Sphmag03G085800.1.p
4.4744554,0.9076438,158,Sphmag03G040700.1.p
11.852085,6.2972574,239,Sphmag03G128000.1.p
-0.12974055,-0.97874546,89,Sphmag03G121300.1.p
6.8078027,-2.546183,-1,Sphmag03G062600.1.p
3.643481,-4.9799256,-1,Sphmag03G037200.1.p
6.006432,-1.3320197,223,Sphmag03G028500.1.p
12.197438,6.5783577,236,Sphmag03G065900.1.p
4.865727,-3.2647374,251,Sphmag03G057400.1.p
4.690425,-5.439273,137,Sphmag03G020200.1.p
4.321977,-2.4053106,-1,Sphmag03G131500.1.p
11.841324,6.588587,-1,Sphmag03G133100.1.p
6.512095,-5.746019,137,Sphmag03G047000.1.p
5.2497854,0.41758597,200,Sphmag03G048200.1.p
11.417777,6.3734717,239,Sphmag03G115500.1.p
5.7012215,5.5384216,66,Sphmag03G135300.1.p
10.538823,-1.4331312,126,Sphmag03G068200.1.p
7.4434705,3.0195487,213,Sphmag03G118700.1.p
8.764724,-4.0108395,86,Sphmag03G113600.1.p
8.590528,-4.105582,86,Sphmag03G110300.1.p
1.7877442,9.301828,26,Sphmag03G135200.1.p
8.075993,4.141045,217,Sphmag03G028600.1.p
10.653824,5.5945835,-1,Sphmag03G038200.1.p
10.33834,-0.8192269,124,Sphmag03G100300.1.p
-8.185066,1.4700264,14,Sphmag03G000200.1.p
2.5836902,11.255481,18,Sphmag03G074200.1.p
5.1158614,6.321011,60,Sphmag03G135800.1.p
6.66175,-6.059688,137,Sphmag03G064100.1.p
7.4947367,-6.8023357,-1,Sphmag03G003600.1.p
-6.473807,-2.5218425,10,Sphmag03G064800.1.p
-1.7439096,-7.18008,33,Sphmag03G088900.1.p
5.640127,-5.7897553,137,Sphmag03G128200.1.p
7.485206,2.090213,211,Sphmag03G007700.1.p
6.1479936,3.050249,202,Sphmag03G065700.1.p
7.1593204,-1.0122906,-1,Sphmag03G063500.1.p
-8.500679,2.3750057,14,Sphmag03G067500.1.p
-3.3351753,2.2806294,43,Sphmag03G140300.1.p
4.927812,-3.2490318,251,Sphmag03G016600.1.p
6.7308564,3.1716366,-1,Sphmag03G026200.1.p
5.463212,5.847147,67,Sphmag03G136000.1.p
9.979374,0.8569586,110,Sphmag03G051900.1.p
6.9827366,-2.225463,150,Sphmag03G095500.1.p
8.274665,0.7626286,165,Sphmag03G137300.1.p
6.692015,-4.3431096,-1,Sphmag03G073500.1.p
3.2974083,-3.3543386,196,Sphmag03G128600.1.p
3.630129,-5.249846,209,Sphmag03G099800.1.p
-2.0211506,-7.240672,-1,Sphmag03G013800.1.p
14.167255,1.8124896,74,Sphmag03G103700.1.p
11.035618,-3.353037,41,Sphmag03G126400.1.p
6.9699354,1.5084295,164,Sphmag03G006900.1.p
7.2649584,-1.9990797,-1,Sphmag03G120100.1.p
-1.3289188,-6.988111,39,Sphmag03G100800.1.p
8.196994,0.90170395,-1,Sphmag03G123000.1.p
4.5276017,-5.613553,137,Sphmag03G062900.1.p
5.9200444,-1.6040987,-1,Sphmag03G131100.1.p
12.030761,6.6969376,-1,Sphmag03G034200.1.p
5.1020117,-0.4422951,224,Sphmag03G105800.1.p
6.215237,-5.6483274,137,Sphmag03G130600.1.p
7.298596,2.2518487,-1,Sphmag03G050900.1.p
6.2523184,3.4152322,-1,Sphmag03G048700.1.p
7.5865784,3.079404,213,Sphmag03G044600.1.p
8.877193,2.5061438,129,Sphmag03G097000.1.p
4.072239,-3.7750244,246,Sphmag03G004700.1.p
4.6918178,-4.3785424,174,Sphmag03G098800.1.p
10.870146,6.306759,241,Sphmag03G012200.1.p
10.338196,2.927537,113,Sphmag03G046900.1.p
5.8688397,-5.9485874,137,Sphmag03G088200.1.p
4.484128,0.38357395,158,Sphmag03G120400.1.p
0.6610559,-1.3084663,111,Sphmag03G083200.1.p
2.5382988,11.225346,18,Sphmag03G058000.1.p
4.672803,-0.41260484,148,Sphmag03G021500.1.p
4.4215384,-5.135355,137,Sphmag03G038100.1.p
5.790691,-1.8128475,214,Sphmag03G042300.1.p
2.5073671,11.105376,18,Sphmag03G098200.1.p
5.3732877,-2.7469158,-1,Sphmag03G012700.1.p
6.255909,1.4317425,188,Sphmag03G013600.1.p
11.198312,-2.0090704,-1,Sphmag03G116900.1.p
6.514999,1.0963261,171,Sphmag03G104800.1.p
3.2581658,-6.965095,100,Sphmag03G072000.1.p
9.720441,5.2488317,-1,Sphmag03G067300.1.p
11.211175,-0.050968647,88,Sphmag03G060400.1.p
5.7576995,-1.1455522,-1,Sphmag03G051400.1.p
6.8359065,0.8212126,194,Sphmag03G044300.1.p
7.2165103,3.458172,-1,Sphmag03G085200.1.p
2.9083002,-5.005877,172,Sphmag03G048500.1.p
8.325103,5.867152,-1,Sphmag03G005200.1.p
11.04698,6.3103533,241,Sphmag03G071400.1.p
3.4661858,-5.304863,209,Sphmag03G033700.1.p
4.457894,-3.3705862,252,Sphmag03G109600.1.p
6.13694,-0.9138983,-1,Sphmag03G080100.1.p
5.0931067,-3.5204399,-1,Sphmag03G017900.1.p
4.3977404,0.20980492,158,Sphmag03G019400.1.p
10.183412,-1.1914688,-1,Sphmag03G004400.1.p
3.568612,4.2947335,146,Sphmag03G023300.1.p
12.244944,6.8555417,-1,Sphmag03G104100.1.p
3.3868735,-5.4789133,-1,Sphmag03G124000.1.p
8.689938,9.766642,58,Sphmag03G129400.1.p
6.881029,8.765405,37,Sphmag03G096500.1.p
9.056413,2.388921,129,Sphmag03G099100.1.p
2.537095,11.2295065,18,Sphmag03G057600.1.p
5.60251,-3.0598154,-1,Sphmag03G059700.1.p
1.8120464,-4.165188,136,Sphmag03G127700.1.p
-6.522955,-1.3290149,11,Sphmag03G035300.1.p
7.300033,2.7725315,213,Sphmag03G094400.1.p
6.219099,-3.2395709,159,Sphmag03G020900.1.p
6.337757,-0.93488574,230,Sphmag03G052300.1.p
5.114228,-3.012674,-1,Sphmag03G082400.1.p
8.925926,4.681055,-1,Sphmag03G016100.1.p
6.49361,-6.190714,137,Sphmag03G045200.1.p
5.4883466,3.4972312,183,Sphmag03G045500.1.p
7.462542,2.3732705,-1,Sphmag03G071000.1.p
4.793591,-3.6753242,-1,Sphmag03G022600.1.p
7.9243064,-0.17541118,-1,Sphmag03G110100.1.p
9.764335,5.114149,233,Sphmag03G001800.1.p
6.8614035,-3.8946068,-1,Sphmag03G078100.1.p
2.006334,-3.4962447,-1,Sphmag03G026100.1.p
-1.0493326,-9.799731,13,Sphmag03G013000.1.p
8.748761,3.9580715,245,Sphmag03G017400.1.p
4.1046033,-3.8994534,246,Sphmag03G039000.1.p
3.6498036,-3.027949,-1,Sphmag03G043100.1.p
8.599213,3.6346173,221,Sphmag03G097600.1.p
8.086436,3.6100433,217,Sphmag03G023500.1.p
7.972741,2.759354,-1,Sphmag03G053400.1.p
10.1903515,-0.53198266,-1,Sphmag03G032200.1.p
7.3310122,3.8332272,215,Sphmag03G088800.1.p
4.6916366,-2.8525352,-1,Sphmag03G121100.1.p
4.707211,-4.415927,174,Sphmag03G091600.1.p
3.0888758,0.80192685,99,Sphmag03G088400.1.p
11.364478,0.12932475,88,Sphmag03G066200.1.p
9.833649,-1.0941085,118,Sphmag03G057100.1.p
10.435786,-5.384843,53,Sphmag03G131300.1.p
8.95184,4.8232045,-1,Sphmag03G117500.1.p
5.052147,-2.8038936,249,Sphmag03G072300.1.p
5.666225,-4.560701,137,Sphmag03G050700.1.p
3.232556,-3.3290706,196,Sphmag03G131400.1.p
6.5810204,-2.4130409,-1,Sphmag03G061800.1.p
11.35224,0.12091893,88,Sphmag03G056300.1.p
7.2780123,1.8128562,-1,Sphmag03G052400.1.p
-0.5863724,2.4830601,65,Sphmag03G089900.1.p
4.9978347,-3.4826643,251,Sphmag03G067700.1.p
6.491927,1.4885172,-1,Sphmag03G089300.1.p
5.4577737,5.864328,67,Sphmag03G102500.1.p
12.1996565,6.5685396,236,Sphmag03G121700.1.p
5.499382,-0.28341,212,Sphmag03G011000.1.p
5.8814087,-2.2798073,214,Sphmag03G138600.1.p
13.478103,-2.652991,56,Sphmag03G140000.1.p
9.931261,-0.45081583,-1,Sphmag03G086700.1.p
1.5929312,-0.8722529,-1,Sphmag03G021100.1.p
6.6869516,2.701579,-1,Sphmag03G128500.1.p
14.294227,1.9917674,74,Sphmag03G137400.1.p
11.326419,6.109858,-1,Sphmag03G138200.1.p
3.00001,0.6626563,99,Sphmag03G056000.1.p
3.5018346,-2.9788013,184,Sphmag03G097100.1.p
7.5361896,2.587587,-1,Sphmag03G064600.1.p
3.9003541,-5.2064614,-1,Sphmag03G069300.1.p
8.689881,-2.92701,76,Sphmag03G108400.1.p
6.050524,1.5128084,-1,Sphmag03G109500.1.p
-1.7713702,-7.16514,33,Sphmag03G035100.1.p
4.191033,-2.632653,-1,Sphmag03G011800.1.p
11.022168,5.846507,176,Sphmag03G002600.1.p
8.321657,3.7598975,221,Sphmag03G037000.1.p
7.4495373,1.9985616,211,Sphmag03G018300.1.p
3.2103107,-2.4422777,134,Sphmag03G123300.1.p
7.7766366,2.2662833,-1,Sphmag03G006700.1.p
5.9020395,-5.4116216,137,Sphmag03G089000.1.p
-2.3265407,-7.3942533,32,Sphmag03G054700.1.p
14.624534,3.7133827,68,Sphmag03G044900.1.p
5.6869,-2.470903,214,Sphmag03G097900.1.p
3.797177,0.46371487,-1,Sphmag03G053800.1.p
